จันทบุรี,2,นาย,ภูมิมินทร์,อินทร์สุข,21,พลังชาติไทย
จันทบุรี,2,นาย,ประพันธ์,บุญมี,22,ทางเลือกใหม่
จันทบุรี,3,นาย,ปราโมทย์,หยกจินดา,17,ครูไทยเพื่อประชาชน
จันทบุรี,3,นาย,สมยศ,มาเพิ่มผล,18,ทางเลือกใหม่
ฉะเชิงเทรา,1,นาย,นุสินธุ์,รุ่งเดช,13,ประชานิยม
ฉะเชิงเทรา,2,นาย,เชาวลิต,คงแสงชัย,16,พลเมืองไทย
ฉะเชิงเทรา,2,นาย,ณัฐธพัฒน์,ธรรมทินนา,17,พลังปวงชนไทย
ฉะเชิงเทรา,2,นาย,ประเสริฐ,บินยูซ๊บ,18,กรีน
ฉะเชิงเทรา,3,นาย,ประเนตต์,หงษา,14,พลังปวงชนไทย
ฉะเชิงเทรา,3,นาย,ยิ่งยศ,สียางนอก,15,พลังไทยรักชาติ
ฉะเชิงเทรา,3,นาย,ศักดิ์ชัย,ณรงค์หนู,16,รวมพลังประชาชาติไทย
ฉะเชิงเทรา,3,นางสาว,สินีทัศน์,นันทวิสิทธิ์,17,ประชานิยม
ฉะเชิงเทรา,3,นาย,สมหมาย,มาลีเลิศ,18,กรีน
ฉะเชิงเทรา,4,นาย,ภาณุพงษ์,ประจําภพ,12,พลังปวงชนไทย
ฉะเชิงเทรา,4,นาย,พัฒนพงศ์,เสมานิตย์,13,ประชานิยม
ชลบุรี,1,นาย,นันทพัทธ์,สิทธิ์อมรพร,15,ชาติไทยพัฒนา
ชลบุรี,1,นาย,สมเกียรติ,ปานแดง,16,ไทยศรีวิไลย์
ชลบุรี,1,นางสาว,วิวัลยา,ศิริรักษ์,17,ประชาชนปฏิรปู
ชลบุรี,2,นางสาว,เมธ์วดี,เชื้อผู้ดี,17,ชาติไทยพัฒนา
ชลบุรี,2,นาย,วิศิษฏ์,ใจบุญ,18,ไทยศรีวิไลย์
ชลบุรี,3,นาย,กฤติเดช,วงศ์สุนพรัตน์,16,ชาติไทยพัฒนา
ชลบุรี,3,พันตํารวจเอก(หญิง),ภัสพร,บูรณะวงศ์,17,เศรษฐกิจใหม่
ชลบุรี,3,นาวาตรี,อุดมฤทธิ์,จัตตุวัฒน์,18,เพื่อชาติ
ชลบุรี,3,นาย,ชัยวัฒน์,วาจาสัตย์,19,ไทยศรีวิไลย์
ชลบุรี,4,นาย,คํานึง,ศรีพุ่ม,17,เศรษฐกิจใหม่
ชลบุรี,4,นาวาอากาศเอก,อําไพ,ไม้เจริญ,18,ประชาชนปฏิรปู
ชลบุรี,4,นาย,ธนศักดิ์,ศรีพัฒโนทัย,19,ไทยศรีวิไลย์
ชลบุรี,5,นาย,จักกฤษ,บุญเกิด,17,ชาติไทยพัฒนา
ชลบุรี,5,นาย,สถาพร,มงคล,18,ไทยศรีวิไลย์
ชลบุรี,6,นาย,สุเมธ,สุเมธกุล,16,เศรษฐกิจใหม่
ชลบุรี,6,นาย,อิศรยุช,พวงศิริ,17,ชาติไทยพัฒนา
ชลบุรี,6,นาย,อัด,ดอกนางแย้ม,18,ไทยศรีวิไลย์
ชลบุรี,7,นางสาว,สธุ าทิพย์,มนต์ประสิทธิ์,16,เศรษฐกิจใหม่
ชลบุรี,7,นาย,ปรชี า,รุ่งโชติอนันต์,17,ชาติไทยพัฒนา
ชลบุรี,7,นาง,พัฒน์นรี,บุญชั้น,18,ประชาชนปฏิรปู
ชลบุรี,8,พลเรือโท,สุธี,เมนะโพธิ,14,ประชาชนปฏิรปู
ชลบุรี,8,นาง,ศศิมาภรณ์,ชมไพร,15,เพื่อชาติ
ชลบุรี,8,พลเรือตรี,พูลสุข,บุนนาค,16,ชาติไทยพัฒนา
ชัยนาท,1,นาย,ชลอ,พวงทอง,16,พลังปวงชนไทย
ชัยนาท,1,สิบเอก,ประสิทธิ์,แพ่งกลิ่น,17,ชาติไทยพัฒนา
ชัยนาท,1,นาย,เรวัตร,ฟักขาว,18,เพื่อนไทย
ชัยนาท,2,นาย,มานัฏฐ์ดลฌ์,เจริญภูวดล,15,ชาติไทยพัฒนา
ชัยนาท,2,นาย,บํารุง,จีนอ่ํา,16,เพื่อนไทย
ชัยภูมิ,1,นาย,สงคราม,สายชาลี,25,พลังปวงชนไทย
ชัยภูมิ,1,นาย,คมกริช,ธงภักดิ์,26,เพื่อแผ่นดิน
