พรรคกรีน
นายมะหะหมาดซุกรี ตอหิรัญ
นายสําราญ ปพัฒน์พุฒิพร
นายเพลิน จันจัน
นายวงษ์จัน เรืองจันที่
นายอิทธิ บุญมา
นายสมร ยางนอก
นายฏอลิบ อะห์มัด อีปง
นายนเรศ สังวาลรัตน์
นายอิศวะ มุลาลินน์
นายแสวง ธรศรี
นางสาวบุษรา สุวรรณปราการ
นางสาวชุติมา โพธิ์ชัยเลิศ
นางสาวกันนิภา กากาเคน
นายกอง โยตะนั้น
นางสาวภัควลัญชญ์ บัวทอง
นายชนรักษ์ ตันติเศรณี
พรรคประชากรไทย
นายสุมิตร สุนทรเวช
นายคณิศร สมมะลวน
นายจรินทร์ คงสกุล
นางสาวจุฑาทิพพ์ กิตติอุดมคุณ
นายประเสริฐ ภิรมย์บุณย์
นางสาววรรณี หน่อสีดา
นายวิจิตร อร่ามกุล
นางลักษณ์ภัทรเกตุ ชาญเชี่ยว
นางสาวรมณ กิตติ์ชนน
นายอํานวย พันธุ์ไพโรจน์
นายนิเวศน์ บุญรักษา
นางบุญญาพร ชาสวัสดิ์
นางสาวธัญญ์นรี แสนศิริพันธ์
นางณัทกาญจน์ ธนัชพุทธิพงศ์
นายปรีชา พรหมปลัด
พรรคประชาชนปฏิรูป
นายไพบูลย์ นิติตะวัน
นายเหรียญชัย ลิขิตพฤกษ์
นายมโน เลาหวณิช
นายพีระวัฒน์ ศรีพิทักษ์
พลเอกลือพงศ์ โชติวิทยากาญจน์
พลเอกจิรศักดิ์ บุตรเนียร
นายเทพสิทธิ์ ประวาหะนาวิน
นายสมโภชน์ แพงแก้ว
นายธนพัฒน์ สุขเกษม
นายชาติชาย ทาเกิด
นายสมหวัง คันธชัย
พลอากาศโทพงศ์ฤทธิ์
นายวีระวัฒน์ ภู่พงษ์
นางสาวมุกตะวัน สุริยะกําพล
นางสาวพุทธิกาญจน์ ลิขิตพฤกษ์
นายกันติพจน์ สิริภักดิสกุล
นางสาวนฤมล แซ่หุ้น
นางชไมพร เรือเจริญ
นางสาวปิยรัช อารยเมธาเลิศ
นางรจเรธ ปรีกราน
คุณสิงห์ เขตวังทองหลาง
พันตํารวจโทเชิดชัย หอมจันทนากุล
พลโทอัษฎา แสงฤทธิ์
นายสิทธิศักดิ์ อุดมชัยรัตน์
นางสาวณฐวรางคณ์ เนียมวณิชกุล
นางสาวอังสณา เนียมวณิชกุล
นายธีรยุทธ สุวรรณเกษร
นายสมชาย ศรานุรักษ์
นายจิระวัฒน์ บุญเกิด
นายสุทธิพงศ์ ชาญชญานนท์
นายทรงวุฒิ บุตรเนียร
นายวิศัลย์ ศศิธรานนท์
นายสมชาย บุญนิกรวรวิทย์
นายสมยศ พรมพิมาย
นางสาวณิชา ปัญจรัตน์เลิศ
นางสาวเบญจมาศศรี แสนบัว
นายรัตนพงษ์ ลาภอุดมกิจ
นายภีมากร ยอดใจดี
นายประเสริฐ พฤกพัฒนาชัย
พรรคประชาชาติ
นายวันมูหะมัดนอร์ มะทา
พันตํารวจเอกทวี สอดส่อง
นายวรวีร์ มะกูดี
นางสาวณหทัย ทิวไผ่งาม
ร้อยตํารวจเอกนิติภูมิธณัฐ
นายอารีเพ็ญ อุตรสินธุ์
นายปราโมทย์ แหล่ทองคํา
นายนัจมุดดีน อูมา
นายวิริยะ วิรัตน์มาลี
พลตํารวจโทอนุรุต
นายวิทยา พานิชพงศ์
นายฟัครุดดีน บอตอ
นายมุข สุไลมาน
พลตํารวจโทไพฑูรย์ ชูชัยยะ
นายธีระพงษ์ วัฒนวงษ์ภิญโญ
นายขุดดะรี บินเซ็น
ว่าที่ร้อยตรีอับดุลฮาฟิซ หิเล
นายโปรดปราน โต๊ะราหนี
นายบูรฮันธ์ สะเมาะ
นายบุญญา หลีเหลด
นางสาวรอมือละห์ แซเยะ
นายทวีศักดิ์ ปี
นายประสิทธิ์ เมฆสุวรรณ
นายสุธีรพันธ์ สุขวุฒิชัย
นายอุมัร อาเค็ม
นายมูฮีมัด หะยีแวฮามะ
นายรุสดี แวบือซา
นายมังโสด หมะเต๊ะ
นายต่วนอิสกันดาร์ ดาโต๊ะมูยอ
นายนภดล คานธี
นายนพรัตน์ กาญจนวโรดม
นายธนะรัชต์ พานนนท์
นายนิวัติ พรหมรัตน์
นางอนงค์ ล่อใจ
นายธงชาติ รัตนวิชา
พันตํารวจโทเจ๊ะอิสมาแอ เจ๊ะโมง
นายอารีผีน เทพลักษณ์
นายบาเฉด หวังโสะ
นายสมศักดิ์ ผู้เจริญ
นายนิสิต ฉุยแอ
นางวรรณะ ระเด่นอาหมัด
นางราตรี สุทธิสารากร
นายรมย์ ยอดระบํา
นางสาวสุณิสา สิงห์ฆาฬะ
นายอับดุลรอซีด เจะมะ
นายอุสมาน อาแว
นายวันอับดุลเลาะฮ์ หละติหมะ
นายมาหะมะ อาแว
นายอับดุลฮากิม สุภาพ
นายพีระพนธ์ ชัยตรี
นายสมควร มาตชาย
นายต่วนสูรี ต่วนแว
นายสะมะแอ กายแก้ว
นายสยามสิน วลิตวรางค์กูร
นายสรธรรม จินดา
นายสุพจน์ อาวาส
พรรคประชาไทย
นายบุญยงค์ จันทร์แสง
นางสาววิลาสิณีร์ รอดเรื่อง
นายภูมิพิชัย ธารดํารงค์
นายวรินทร อุทุมพร
นายประดิษฐ์ ฉัตรจรัสกุล
นางเพชรา พิมพ์จําปา
นายจิรโรจน์ มาลัยทองทิพย์
นางภาววนา เพชรคีรีสกุล
พลอากาศตรีรังสรรค์ เยาวรัตน์
นายอภิวิช ทองฤทธิ์
นางสาวฐิติศุลี จริยาโกวิท
นายวรุฒม์ ลักษมีธนานันต์
นายสรสิช ชะอวยตะคุ
นายเกษม ศรีบุญเพ็ง
นางอําไพรัตน์ นิลประยูร
นางสาวธัญยธรณ์ นารอง
นายสิฐชิษณุพงษ์ เครือบุญสิน
พรรคประชาธรรมไทย
นายพิเชษฐ สถิรชวาล
นายชัยวุฑ ตรึกตรอง
นายสมเพชร วัฒนะทรัพย์
นางบงกชฆฤต สถิรชวาล
นายอนิรุทธิ์ สมุทรโคจร
พลโทวีระยุทธ เพชรบัวศักดิ์
นายเอกวัฒน์ ตรึกตรอง
นายธรัช ภักดีบรรดิษฐ์
นางสาวนภาภรณ์ กีรติปัถวี
พลเรือโทมนตรี สระแก้ว
พันตํารวจเอกสุพจน์ เส้นขาว
นายศุภชัย เครือจันทร์
นายชานุวัฒน์ ไชยรัตน์ติเวช
พลตรีจิรทีปต์ เรืองสมบูรณ์
นายนันทพงศ์ หมิแหละหมัน
นายอะหมัด ศรีเจริญ
นายจํานง หมัดคง
นายราเชนทร์ เครือจันทร์
ว่าที่ร้อยเอกกวี ไกรทอง
นายชัยยุทธ ปรีชา
ว่าที่ร้อยตรีศักดิ์มนตรี โพชากรณ์
จ่าสิบตํารวจวรพจน์ บุญญา
นายปาริชาต อนุรักษ์
ร้อยตํารวจเอกเดชา รอดภัย
นายหมั่น มูลเค้า
ผู้ช่วยศาสตราจารย์ชูชีพ เยาวพัฒน์
นายสวงค์ ศรีอินทร์
นางมนัสดา บัวน้อย
นายรติ ผ่องสุคนธ์
ร้อยตรีทนิต ประกอบสาย
นายปิยะชัย มงคล
นางสาวปิยสิการณ์ ศรีกาญจนคุณ
นางบุณรดา กัลพมานุกุลกิจ
นายณัฐพัชร์ พาณิชย์
นายศรายุทธ เจริญวัย
นายสายันต์ ชื่นเสน่ห์จันท์
ร้อยตรีทศพล คงตาก
นายเกริกเกียรติ ภูตะลา
ร้อยตรีทศพล ขวางกระโทก
นายธีรยุทธนา เทียงเดช
นายมานะ สงนอก
นางสาวกัทลีวัน จันทร์โนนม่วง
นายเสน่ห์ เทียมบุญ
นายทวีศักดิ์ อุไนบัญ
นายชลสิทธิ์ พิภักดิ์
นางพิมพ์พร เพ็ชรเลิศ
นายสวิช โพยประโคน
นายเกียรติศักดิ์ ทรงแสงจันทร์
นายพิชิตชัย ศรีสมบูรณ์
นายพงศ์พาสน์ มิ่งไธสง
นางจีรภา พัวพันธ์
นายอัครเดช ยิ่งนคร
ร้อยตรีสลี มะลัยขวัญ
นายมะสุกรี วาเลาะแห
นางสวาท พรมหมอก
นางสาวพัชรี ประกอบผล
พรรคประชาธิปไตยเพื่อประชาชน
นายประมวล พิมพ์เสน
นายรักสยาม นามานุภาพ
นายสนอง ผาสุข
พรรคประชาธิปไตยใหม่
นายสุรทิน พิจารณ์
นายนิพนธ์ ชื่นตา
นางแพงศรี พิจารณ์
นายอนันต์ เพียรพานิชย์
นายปฏิวัติ พิจารณ์
นายวิมล สารมะโน
นางชนิภา กองแสงศรี
นายดํารงค์ฤกษ์ กลิ่นแก้ว
นายประดิษฐ์ กําเนิด
พันตํารวจโทธรรมศักดิ์ กําเนิด
นางสาวสิริรักษ์ บุญวัน
นายอรุสราษฎร์ ณัฐราษฎร์
นายนิกรณ์ ไผ่ตระกูล
นายกิตติศักดิ์ ด้วงนาง
นายเพชร เหมือนพันธุ์
นายบรรลุ เวียงพล
นางสาวนิสา พิจารณ์
นางสาวญาณิกาญจน์ วรรณธรรม
นายวัชรินทร์ ศรีสวย
นางสาวอมรรัตน์ พิจารณ์
นายโกสินธุ์ อัคครุ่งเรือง
นายเกษมศักดิ์ ขอดเมชัย
สิบตํารวจเอกธนารัฐ วงศ์จําปา
นายวันตระการ ดวงตาเจริญวาณิช
นายเสนอศักดิ์ พุ่มอารี
นายธีระพงศ์ เสริมเจนไชย
นายนิพนธ์ ศิลปอนันต์
นาวาอากาศเอกเบญจพล มโนหวัน
นายการุญ วิเศษรัตน์
นายวิโรจน์ อยู่รุ่งเรือง
นายณัฐวุฒิ อวนทะเล
นางวิลัย วะชุม
นางสาวรุ่งฤทัย คําศิริ
นางสาวปัทมาภรณ์ หอมทอง
ว่าที่ร้อยตรีอภิชา กลิ่นแก้ว
นายถาวร สายจําปา
นายสุเทพพงศ์ ทะมาดี
นายโกวิทย์ จันทร์หอม
นายภูมินันท์ กัญญาบุตร
นายผ่อง พันธ์เพ็ชร
นางขวัญเรือน ด้วงวิสุทธิ์
พรรคประชาธิปัตย์
นายอภิสิทธิ์ เวชชาชีวะ
นายชวน หลีกภัย
นายบัญญัติ บรรทัดฐาน
นายเทอดพงษ์ ไชยนันทน์
คุณหญิงกัลยา โสภณพนิช
นายจุรินทร์ ลักษณวิศิษฐ์
นายกรณ์ จาติกวณิช
นายจุติ ไกรฤกษ์
นายองอาจ คล้ามไพบูลย์
นางศิริวรรณ ปราศจากศัตรู
นายอิสสระ สมชัย
นายอัศวิน วิภูศิริ
นายเกียรติ สิทธีอมร
นายกนก วงษ์ตระหง่าน
นางศรีสมร รัศมีฤกษ์เศรษฐ์
นายพีระพันธุ์ สาลีรัฐวิภาค
นายพนิต วิกิตเศรษฐ์
นายอภิชัย เตชะอุบล
นายวีระชัย วีระเมธีกุล
นางสาวจิตภัสร์ ต้น กฤดากร
นายสุทัศน์ เงินหมื่น
นายพิสิฐ อาธรรม
นายอิสระ เสรีวัฒนวุฒิ
นางสาวพิมพ์รพี พันธุ์วิชาติกุล
นายดวงฤทธิ์ เบ็ญจาธิกุล ชัยรุ่งเรือง
นายจักพันธ์ ปิยพรไพบูลย์
นายนราพัฒน์ แก้วทอง
นายไชยยศ จิรเมธากร
นายเจือ ราชสีห์
นางมัลลิกา บุญมีตระกูล มหาสุข
นาวาตรีสุธรรม ระหงษ์
นายชํานิ ศักดิเศรษฐ์
นายสุรบถ หลีกภัย
นายยุพ นานา
นายสมบูรณ์ อุทัยเวียนกุล
นายราเมศ รัตนะเชวง
นายสามารถ ราชพลสิทธิ
นายณัฏฐ์ บรรทัดฐาน
นายถวิล ไพรสณฑ์
นายวิฑูรย์ นามบุตร
นางรัชฎาภรณ์ แก้วสนิท
นายบุญยอด สุขถิ่นไทย
นายอร่ามอาชว์วัต โล่ห์วีระ
นายชาญชัย อิสระเสนารักษ์
นายนิพนธ์ วิสิษฐยุทธศาสตร์
นายวัชระ เพชรทอง
นายจุฤทธิ์ ลักษณวิศิษฎ์
นายเอกชัย ขจรบุญถาวร
นายอภิชาต ศักดิเศรษฐ์
นายศุภชัย ศรีหล้า
นางมณทิพย์ ศรีรัตนา
นางสาวมัฐธิณี มูลทิพย์
นายสุกิจ ก้องธรนินทร์
นายชนินทร์ รุ่งแสง
นายประกอบ จิรกิติ
นายไชยวัฒน์ ไตรยสุนันท์
นายวิชัย
นายชวนนท์ อินทรโกมาลย์สุต
นายบรรพต ต้นธีรวงศ์
นายสัญชัย อินทรสูต
นายสุนทร รักษ์รงค์
นายอัครพล ลีลาจินดามัย
นายชยงการ ภมรมาศ
นายบุณย์ธีร์ พานิชประไพ
นายศิริรัฐ ศิริพันธุ์
นายธนน เวชกรกานนท์
ร้อยตรีวิจิตร อยู่สุภาพ
นายสกล เขมะพรรค
นายธนวัฒน์ ปัญญาสกุลวงศ์
นายรอเซ็ด เป็นแหละแหนะ
นายสุวิศว์ เมฆเสรีกุล
นายชาลา
นายพัสณช เหาตะวานิช
นายเชาว์ มีขวด
นายภูเบศร์ อภัยวงศ์
นายภูเบศ จันทนิมิ
นายศรุต วัฒนสมบูรณ์
นายการุณ ใสงาม
นายภูมิสรรค์ เสนีวงศ์ ณ อยุธยา
นางสาวศิริภา อินทวิเชียร
นายพรรคพล กีรติภราดร
นางสาวณิชารีย์ เสนะวัต
นางสาวพลอยนภัส โจววณิชย์
นางสาวสุชาดา แทนทรัพย์
นางสาวพรปวีณ์ เกิดโภคทรัพย์
นายณัฐภัทร เนียวกุล
นายวิภูษิต มีสิทธิ์
นางสาวณสุภา กัสนุกาซ์
นายอธิวัฒน์ ทรัพย์พืชกมล
พลเรือเอกสุวิทย์ ธาระรูป
นายขภัช นิมมานเหมินท์
นายชาวินท์ อุทัยพัฒน์
นายรัฐไกร เอกเพชร
นายเก้าธรัช เทียนมงคล
นายขจรพัฒน์ วิรยศิริ
พลเรือเอกนาวี ศานติกะนาวิน
นายเมฆนทร์ เอี่ยมสอาด
นางดรุณวรรณ ชาญพิพัฒนชัย
นายสุธี กรกมลพฤกษ์
นายสุรัตน์ เมฆะวรากุล
นายแสงสรรเพ็ชร วิเศษบริรักษ์
นายประเกียรติ นาสิมมา
นายอาคม วุฒิพงษ์
นายอารยะ โรจนวณิชชากร
นายชัยนัท สุขไชยะ
นางสาวอาภา รัชตะกุลธํารง
นายพนาสิน จึงสวนันทน์
นายพีรสรณ์ จิรพิชิตชัย
นางสาวจารุวรรณ บํารุงรักษ์
นางสาวชนกนันท์ ศุภศิริ
นางสาวนลินนิภา ธานะราช
นายธนบดี ปิ่นแก้ว
นาวาเอกประจักษ์ วังกานนท์
นายพลสิทธิ์ พงศ์พัฒนะกิจ
นายปั้น จูฑศฤงค์
นายชุมพล นวลวิจิตร
นายสันติชนข์ สุคนธ์ทองเจริญ
นายครรชิต เหมะรักษ์
นายชิษณุชา นวลปาน
นายอุดมการณ์ วรกิจ
นายศุภสิทธิ์ ลิ้มตระกูล
นายชนินทร์ ศรีผดุงกุล
นายชูเกียรติ ทุ่งปรือ
นายณัฐวุฒิ แถวโสภา
นางสาวดวงพร ศิริสัมพันธ์
นายทวีศักดิ์ วิศิษฎางกูร
นายประโชติ สิริวัฒน์
นายปราโมทย์คริษฐ ธรรมคุณากร
นายพชรพงศ์ ตรีเทพา
นางสาวรักษ์หฤทัย ยกสุขฤทัยไขข่าว
นางสาวลักษณ์รายา คณานุรักษ์
นายวัชระ สนธิชัย
นายสงคราม เมืองมนตรี
นายสมพจน์ โรหิตาภิรมย์
นายสล้าง ชินะกานนท์
นายสุไกร เจริญใจ
นายสุพจน์ นิรมิตร
นายสุรัตน์ พิมนิสัย
นางอารีรัตน์ เลาหพล
นายสุธรรม ลิ้มสุวรรณเกษม
นายลาภิศ พระภูจํานงค์
นายมนัส เพ็ญนุกูล
ร้อยเอกสุริยะ ศึกษากิจ
นายสุกฤษฎีชัย ธีระเริงฤทธิ์
