41,ฉะเชิงเทรา,4,4,"1
 
 
 
 2
 
 
 
 
 
 
 
 
 
 3
 
 
 
 
 
 4","๑. อำเภอเมืองฉะเชิงเทรา
 ๒. อำเภอบางน้ำเปรี้ยว (เฉพาะตำบลศาลาแดง และตำบลโพรงอากาศ) ๑. อำเภอพนมสารคาม (เฉพาะตำบลเขาหินซ้อน ตำบลหนองยาว และตำบลบ้านซ่อง) ๒. อำเภอบางคล้า
 ๓. อำเภอคลองเขื่อน
 ๔. อำเภอราชสาส์น
 ๕. อำเภอบางน้ำเปรี้ยว
 (ยกเว้นตำบลศาลาแดง และตำบลโพรงอากาศ)
 ๑. อำเภอท่าตะเกียบ
 ๒. อำเภอสนามชัยเขต
 ๓. อำเภอพนมสารคาม (ยกเว้นตำบลเขาหินซ้อน ตำบลหนองยาว และตำบลบ้านซ่อง)
 ๑. อำเภอบ้านโพธิ์
 ๒. อำเภอบางปะกง
 ๓. อำเภอแปลงยาว",,1
42,นครพนม,4,4,๑,"๑. อำเภอศรีสงคราม
 ๒. อำเภอนาหว้า
 ๓. อำเภอบ้านแพง
 ๔. อำเภอนาทม",,1
,,,,,,,0
หนา ๒๕,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"๒
 
 
 
 
 
 
 
 ๓
 
 
 
 
 
 
 
 
 ๔","๑. อำเภอท่าอุเทน
 ๒. อำเภอโพนสวรรค์
 ๓. อำเภอเมืองนครพนม (เฉพาะเทศบาลเมือง นครพนม ตำบลท่าค้อ ตำบลนาราชควาย ตำบลหนองญาติ และตำบลอาจสามารถ)
 ๑. อำเภอธาตุพนม
 ๒. อำเภอเรณูนคร
 ๓. อำเภอเมืองนครพนม (เฉพาะตำบลขามเฒ่า ตำบลคำเตย ตำบลนาทราย ตำบลดงขวาง ตำบลบ้านกลาง และตำบลโพธิ์ตาก) ๑. อำเภอนาแก
 ๒. อำเภอปลาปาก
 ๓. อำเภอวังยาง
 ๔. อำเภอเมืองนครพนม (เฉพาะตำบลกุรุคุ ตำบลบ้านผึ้ง ตำบลวังตามัว)",,1
43,นราธิวาส,4,4,"1
 
 2
 
 
 3","๑. อำเภอเมืองนราธิวาส
 ๒. อำเภอตากใบ
 ๑. อำเภอสุไหงโก-ลก
 ๒. อำเภอแว้ง
 ๓. อำเภอสุไหงปาดี
 ๑. อำเภอระแงะ
 ๒. อำเภอจะแนะ",,1
,,,,,,,0
หนา ๒๖,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,4,"๓. อำเภอเจาะไอร้อง
 ๔. อำเภอสุคิริน
 ๑. อำเภอบาเจาะ
 ๒. อำเภอยี่งอ
 ๓. อำเภอรือเสาะ
 ๔. อำเภอศรีสาคร",,1
44,ปัตตานี,4,4,"1
 
 
 
 
 
 
 
 
 
 
 
 ๒
 
 
 3","๑. อำเภอเมืองปัตตานี
 ๒. อำเภอยะหริ่ง
 (เฉพาะตำบลบางปู ตำบลแหลมโพธิ์ ตำบลตะโละกาโปร์ ตำบลยามู ตำบลราตาปันยัง ตำบลตาแกะ
 ตำบลปิยามุมัง ตำบลตะโละ ตำบลตาลีอายร์ และตำบลปุลากง)
 ๑. อำเภอหนองจิก
 ๒. อำเภอโคกโพธิ์
 ๓. อำเภอแม่ลาน
 ๑. อำเภอปะนาเระ
 ๒. อำเภอสายบุรี
 ๓. อำเภอไม้แก่น
 ๔. อำเภอกะพ้อ
 ๕. อำเภอยะหริ่ง
 (ยกเว้นตำบลบางปู ตำบลแหลมโพธิ์ ตำบลตะโละกาโปร์ ตำบลยามู ตำบลราตาปันยัง",,1
,,,,,,,0
หนา ๒๗,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,4,"ตำบลตาแกะ ตำบลปิยามุมัง ตำบลตะโละ ตำบลตาลีอายร์ และตำบลปุลากง)
 ๑. อำเภอยะรัง
 ๒. อำเภอมายอ
 ๓. อำเภอทุ่งยางแดง",,1
45,พระนครศรีอยุธยา,4,4,"1
 
 2
 
 
 
 
 
 3
 
 
 4","๑. อำเภอพระนครศรีอยุธยา
 ๒. อำเภออุทัย
 ๑. อำเภอบางปะหัน
 ๒. อำเภอมหาราช
 ๓. อำเภอท่าเรือ
 ๔. อำเภอนครหลวง
 ๕. อำเภอภาชี
 ๖. อำเภอบ้านแพรก
 ๑. อำเภอบางปะอิน
 ๒. อำเภอบางไทร
 ๓. อำเภอวังน้อย
 ๑. อำเภอเสนา
 ๒. อำเภอบางซ้าย
 ๓. อำเภอผักไห่
 ๔. อำเภอบางบาล
 ๕. อำเภอลาดบัวหลวง",,1
46,ระยอง,4,4,"1
 
 
 
 
 2","อำเภอเมืองระยอง (ยกเว้นเทศบาลเมือง มาบตาพุด เทศบาลตำบลทับมา และเทศบาลตำบลเนินพระ)
 ๑. อำเภอแกลง
 ๒. อำเภอวังจันทร์",,1
,,,,,,,0
หนา ๒๘,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"3
 
 
 4","๓. อำเภอเขาชะเมา
 ๑. อำเภอบ้านค่าย
 ๒. อำเภอปลวกแดง
 ๓. อำเภอนิคมพัฒนา
 ๑. อำเภอเมืองระยอง (เฉพาะเทศบาลเมือง มาบตาพุด เทศบาลตำบลทับมา และเทศบาลตำบลเนินพระ) ๒. อำเภอบ้านฉาง",,1
47,ลพบุรี,4,4,"1
 
 
 
 
 
 
 
 
 
 
 
 2","อำเภอเมืองลพบุรี
 (เฉพาะตำบลเขาสามยอด
 ตำบลท่าหิน ตำบลทะเลชุบศร ตำบลเขาพระงาม ตำบลท่าศาลา ตำบลโคกตูม ตำบลนิคมสร้างตนเอง ตำบลถนนใหญ่ ตำบลกกโก ตำบลป่าตาล และตำบลท่าแค) ๑. อำเภอเมืองลพบุรี
 (ยกเว้นตำบลเขาสามยอด ตำบลท่าหิน ตำบลทะเลชุบศร ตำบลเขาพระงาม ตำบลท่าศาลา ตำบลโคกตูม ตำบลนิคมสร้างตนเอง ตำบลถนนใหญ่",,1
,,,,,,,0
หนา ๒๙,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"3
 
 
 4","ตำบลกกโก ตำบลป่าตาล
 และตำบลท่าแค)
 ๒. อำเภอท่าวุ้ง
 ๓. อำเภอบ้านหมี่
 ๑. อำเภอโคกสำโรง ๒. อำเภอหนองม่วง
 ๓. อำเภอพัฒนานิคม
 ๑. อำเภอชัยบาดาล
 ๒. อำเภอท่าหลวง
 ๓. อำเภอลำสนธิ
 ๔. อำเภอสระโบสถ์
 ๕. อำเภอโคกเจริญ",,1
48,ลำปาง,4,4,"1
 
 
 
 
 
 
 2
 
 
 
 3","๑. อำเภอเมืองลำปาง (ยกเว้นเทศบาลเมือง เขลางค์นคร ตำบลพิชัยนอกเขต เทศบาลนครลำปาง และตำบลบ้านเสด็จ)
 ๒. อำเภอห้างฉัตร
 ๑. อำเภองาว
 ๒. อำเภอวังเหนือ
 ๓. อำเภอแจ้ห่ม
 ๔. อำเภอเมืองปาน
 ๑. อำเภอเมืองลำปาง (เฉพาะเทศบาลเมือง เขลางค์นคร ตำบลพิชัยนอกเขต เทศบาลนครลำปาง และตำบลบ้านเสด็จ)",,1
,,,,,,,0
หนา ๓๐,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,4,"๒. อำเภอแม่เมาะ
 ๓. อำเภอแม่ทะ
 ๑. อำเภอเกาะคา
 ๒. อำเภอเสริมงาม ๓. อำเภอสบปราบ
 ๔. อำเภอเถิน
 ๕. อำเภอแม่พริก",,1
49,สุพรรณบุรี,4,4,"1
 
 
 
 
 
 
 
 
 2
 
 
 
 
 
 
 .","๑. อำเภอเมืองสุพรรณบุรี
 ๒. อำเภอบางปลาม้า (เฉพาะตำบลจรเข้ใหญ่ ตำบลโคกคราม ตำบลบางปลาม้า ตำบลองครักษ์ ตำบลตะค่า ตำบลวัดดาว ตำบลบ้านแหลม และตำบลไผ่กองดิน) ๑. อำเภอบางปลาม้า (ยกเว้นตำบลจรเข้ใหญ่ ตำบลโคกคราม ตำบลบางปลาม้า ตำบลองครักษ์ ตำบลตะค่า ตำบลวัดดาว ตำบลบ้านแหลม และตำบลไผ่กองดิน)
 ๒. อำเภอสองพี่น้อง
 ๓. อำเภออู่ทอง
 (เฉพาะตำบลเจดีย์ ตำบลกระจัน",,1
,,,,,,,0
หนา ๓๑,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"3
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ๔","ตำบลจรเข้สามพัน ตำบลยุ้งทะลาย ตำบลบ้านดอน ตำบลสระยายโสม ตำบลดอนมะเกลือ
 และตำบลสระพังลาน)
 ๑. อำเภออู่ทอง (ยกเว้นตำบลเจดีย์ ตำบลกระจัน ตำบลจรเข้สามพัน ตำบลยุ้งทะลาย ตำบลบ้านดอน ตำบลสระยายโสม ตำบลดอนมะเกลือ
 และตำบลสระพังลาน)
 ๒. อำเภอดอนเจดีย์ (เฉพาะตำบลไร่รถ ตำบลดอนเจดีย์ และตำบลหนองสาหร่าย)
 ๓. อำเภอสามชุก
 ๔. อำเภอศรีประจันต์
 ๑. อำเภอด่านช้าง
 ๒. อำเภอเดิมบางนางบวช
 ๓. อำเภอหนองหญ้าไซ
 ๔. อำเภอดอนเจดีย์ (ยกเว้นตำบลไร่รถ ตำบลดอนเจดีย์ และตำบลหนองสาหร่าย)",,1
50,กาญจนบุรี,5,5,"1
 
 ๒","๑. อำเภอเมืองกาญจนบุรี
 ๒. อำเภอศรีสวัสดิ์
 ๑. อำเภอท่าม่วง",,1
,,,,,,,0
หนา ๓๒,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"๓
 
 ๔
 
 
 
 ๕","๒. อำเภอด่านมะขามเตี้ย
 ๑. อำเภอท่ามะกา
 ๒. อำเภอพนมทวน
 ๑. อำเภอเลาขวัญ
 ๒. อำเภอห้วยกระเจา
 ๓. อำเภอหนองปรือ
 ๔. อำเภอบ่อพลอย
 ๑. อำเภอทองผาภูมิ
 ๒. อำเภอสังขละบุรี ๓. อำเภอไทรโยค",,1
51,กาฬสินธุ์,5,5,"1
 
 
 
 
 
 ๒
 
 
 
 
 
 ๓
 
 
 
 ๔","๑. อำเภอเมืองกาฬสินธุ์
 ๒. อำเภอร่องคำ
 ๓. อำเภอกมลาไสย
 (เฉพาะตำบลโคกสมบูรณ์ ตำบลดงลิง ตำบลเจ้าท่า และตำบลโพนงาม)
 ๑. อำเภอยางตลาด
 ๒. อำเภอฆ้องชัย
 ๓. อำเภอกมลาไสย (ยกเว้นตำบลโคกสมบูรณ์ ตำบลดงลิง ตำบลเจ้าท่า
 และตำบลโพนงาม)
 ๑. อำเภอหนองกุงศรี
 ๒. อำเภอห้วยเม็ก
 ๓. อำเภอท่าคันโท
 ๔. อำเภอสหัสขันธ์
 ๑. อำเภอสมเด็จ ๒. อำเภอคำม่วง
 ๓. อำเภอนามน
 ๔. อำเภอสามชัย",,1
,,,,,,,0
หนา ๓๓,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,๕,"๕. อำเภอดอนจาน
 ๑. อำเภอกุฉินารายณ์
 ๒. อำเภอเขาวง
 ๓. อำเภอนาคู
 ๔. อำเภอห้วยผึ้ง",,1
52,นครปฐม,5,5,"1
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 2
 
 
 
 
 
 
 3
 
 
 ๔","อำเภอเมืองนครปฐม (เฉพาะตำบลพระปฐมเจดีย์ ตำบลนครปฐม ตำบลลำพยา ตำบลบ่อพลับ ตำบลหนองปากโลง ตำบลสนามจันทร์ ตำบลห้วยจรเข้ ตำบลโพรงมะเดื่อ ตำบลหนองดินแดง ตำบลสวนป่าน ตำบลสระกะเทียม ตำบลวังตะกู ตำบลวังเย็น ตำบลพระประโทน และตำบลบางแขม) ๑. อำเภอเมืองนครปฐม (เฉพาะตำบลบ้านยาง ตำบลทัพหลวง ตำบลหนองงูเหลือม ตำบลตาก้อง ตำบลทุ่งน้อย และตำบลมาบแค) ๒. อำเภอกำแพงแสน
 ๑. อำเภอบางเลน
 ๒. อำเภอดอนตูม
 ๓. อำเภอพุทธมณฑล
 ๑. อำเภอเมืองนครปฐม",,1
,,,,,,,0
หนา ๓๔,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,5,"(เฉพาะตำบลดอนยายหอม ตำบลสามควายเผือก ตำบลธรรมศาลา และตำบลถนนขาด)
 ๒. อำเภอนครชัยศรี
 ๓. อำเภอสามพราน (เฉพาะตำบลตลาดจินดา ตำบลคลองจินดา และตำบลบางช้าง) อำเภอสามพราน (ยกเว้นตำบลตลาดจินดา ตำบลคลองจินดา และตำบลบางช้าง)",,1
53,พิษณุโลก,5,5,"1
 
 
 
 
 
 
 
 2","อำเภอเมืองพิษณุโลก (เฉพาะตำบลในเมือง ตำบลอรัญญิก ตำบลวัดจันทร์
 ตำบลบ้านคลอง ตำบลพลายชุมพล ตำบลท่าทอง ตำบลบึงพระ
 ตำบลวัดพริก
 และตำบลวังน้ำคู้)
 ๑. อำเภอพรหมพิราม
 ๒. อำเภอเมืองพิษณุโลก (เฉพาะตำบลไผ่ขอดอน ตำบลจอมทอง ตำบลมะขามสูง ตำบลปากโทก ตำบลบ้านกร่าง ตำบลหัวรอ ตำบลสมอแข ตำบลดอนทอง",,1
,,,,,,,0
หนา ๓๕,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"3
 
 4
 
 
 
 
 5","และตำบลบ้านป่า)
 ๑. อำเภอวังทอง
 ๒. อำเภอเนินมะปราง
 ๑. อำเภอบางระกำ
 ๒. อำเภอบางกระทุ่ม
 ๓. อำเภอเมืองพิษณุโลก (เฉพาะตำบลงิ้วงาม และตำบลท่าโพธิ์) ๑. อำเภอนครไทย
 ๒. อำเภอวัดโบสถ์
 ๓. อำเภอชาติตระการ",,1
54,เพชรบูรณ์,5,5,"1
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 2","๑. อำเภอเมืองเพชรบูรณ์ (เฉพาะเทศบาลเมือง เพชรบูรณ์ เทศบาลตำบลนางั่ว เทศบาลตำบลท่าพล ตำบลท่าพล ตำบลสะเดียง ตำบลป่าเลา ตำบลดงมูลเหล็ก ตำบลบ้านโคก และตำบลห้วยใหญ่)
 ๒. อำเภอเขาค้อ
 ๓. อำเภอหล่มสัก (เฉพาะตำบลน้ำชุน ตำบลบุ่งน้ำเต้า ตำบลหนองไขว่ ตำบลน้ำก้อ และตำบลบุ่งคล้า) ๑. อำเภอหล่มเก่า
 ๒. อำเภอน้ำหนาว",,1
,,,,,,,0
หนา ๓๖,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"3
 
 
 
 
 
 
 
 
 
 
 
 4
 
 
 
 
 
 5","๓. อำเภอหล่มสัก (ยกเว้นตำบลน้ำชุน ตำบลบุ่งน้ำเต้า ตำบลหนองไขว่ ตำบลน้ำก้อ และตำบลบุ่งคล้า) ๑. อำเภอชนแดน
 ๒. อำเภอวังโป่ง
 ๓. อำเภอเมืองเพชรบูรณ์
 (เฉพาะเทศบาลตำบลวังชมภู ตำบลวังชมภู ตำบลห้วยสะแก ตำบลนายม ตำบลบ้านโตก ตำบลน้ำร้อน ตำบลชอนไพร ตำบลตะเบาะ
 และตำบลนาป่า) ๑. อำเภอบึงสามพัน
 ๒. อำเภอหนองไผ่
 ๓. อำเภอเมืองเพชรบูรณ์
 (เฉพาะตำบลระวิง)
 ๔. อำเภอวิเชียรบุรี
 (เฉพาะตำบลสามแยก)
 ๑. อำเภอศรีเทพ
 ๒. อำเภอวิเชียรบุรี
 (ยกเว้นตำบลสามแยก)",,1
55,มหาสารคาม,5,5,1,"๑. อำเภอเมืองมหาสารคาม
 ๒. อำเภอแกดำ
 ๓. อำเภอโกสุมพิสัย",,1
,,,,,,,0
หนา ๓๗,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"๒
 
 
 
 
 
 ๓
 
 
 
 
 
 
 
 
 ๔","(เฉพาะตำบลแก้งแก)
 ๑. อำเภอวาปีปทุม
 ๒. อำเภอบรบือ
 (ยกเว้นตำบลวังไชย ตำบลโนนแดง ตำบลหนองคูขาด และตำบลโนนราษี)
 ๑. อำเภอพยัคฆภูมิพิสัย
 ๒. อำเภอยางสีสุราช
 ๓. อำเภอนาดูน
 ๔. อำเภอนาเชือก (ยกเว้นตำบลสำโรง ตำบลหนองแดง ตำบลปอพาน ตำบลหนองเม็ก และตำบลหนองเรือ)
 ๑. อำเภอกุดรัง
 ๒. อำเภอนาเชือก (เฉพาะตำบลสำโรง ตำบลหนองแดง ตำบลปอพาน ตำบลหนองเม็ก
 และตำบลหนองเรือ)
 ๓. อำเภอโกสุมพิสัย
 (เฉพาะตา บลหัวขวาง ตา บลยางน้อย ตา บลวังยาว ตา บลเขวาไร่",,1
,,,,,,,0
หนา ๓๘,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,๕,"ตา บลแพง ตา บลหนองเหล็ก
 ตา บลเหล่า  ตา บลหนองบอน ตา บลโพนงาม ตา บลยางท่าแจ้ง ตา บลหนองกุงสวรรค์ และตำบลดอนกลาง)
 ๔. อำเภอบรบือ (เฉพาะตำบลวังไชย ตำบลโนนแดง ตำบลหนองคูขาด และตำบลโนนราษี)
 ๑. อำเภอกันทรวิชัย
 ๒. อำเภอเชียงยืน
 ๓. อำเภอชื่นชม
 ๔. อำเภอโกสุมพิสัย
 (เฉพาะตำบลหนองบัว
 ตำบลแห่ใต้ ตำบลเลิงใต้ และตำบลเขื่อน)",,1
56,ราชบุรี,5,5,"1
 
 
 
 
 ๒",อำเภอเมืองราชบุรี (ยกเว้นตำบลน้ำพุ ตำบลห้วยไผ่ ตำบลดอนแร่ และตำบลอ่างทอง) ๑. อำเภอเมืองราชบุรี (เฉพาะตำบลน้ำพุ ตำบลห้วยไผ่,,1
,,,,,,,0
หนา ๓๙,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"๓
 
 
 
 
 ๔
 ๕","ตำบลดอนแร่ และตำบลอ่างทอง)
 ๒. อำเภอปากท่อ
 ๓. อำเภอสวนผึ้ง
 ๔. อำเภอวัดเพลง
 ๕. อำเภอบ้านคา
 ๑. อำเภอโพธาราม (ยกเว้นตำบลบ้านฆ้อง ตำบลบ้านสิงห์ และตำบลดอนทราย) ๒. อำเภอจอมบึง อำเภอบ้านโป่ง
 ๑. อำเภอดำเนินสะดวก
 ๒. อำเภอบางแพ
 ๓. อำเภอโพธาราม (เฉพาะตำบลบ้านฆ้อง ตำบลบ้านสิงห์ และตำบลดอนทราย)",,1
57,ชัยภูมิ,6,6,"1
 2
 
 
 
 3
 
 
 
 4
 
 5","อำเภอเมืองชัยภูมิ ๑. อำเภอจัตุรัส
 ๒. อำเภอเนินสง่า
 ๓. อำเภอบ้านเขว้า
 ๔. อำเภอหนองบัวระเหว
 ๑. อำเภอเทพสถิต
 ๒. อำเภอบำเหน็จณรงค์
 ๓. อำเภอภักดีชุมพล
 ๔. อำเภอซับใหญ่
 ๑. อำเภอเกษตรสมบูรณ์
 ๒. อำเภอหนองบัวแดง
 ๑. อำเภอภูเขียว
 ๒. อำเภอคอนสาร",,1
,,,,,,,0
หนา ๔๐,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,6,"๑. อำเภอแก้งคร้อ
 ๒. อำเภอคอนสวรรค์ ๓. อำเภอบ้านแท่น",,1
58,นครสวรรค์,6,6,"1
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 2","๑. อำเภอเมืองนครสวรรค์
 (เฉพาะตำบลนครสวรรค์ตก (ในเขตเทศบาลนคร นครสวรรค์)
 ตำบลนครสวรรค์ออก (ในเขตเทศบาลนคร นครสวรรค์) ตำบลแควใหญ่ (ในเขตเทศบาลนคร นครสวรรค์) ตำบลปากน้ำโพ ตำบลวัดไทร ตำบลบางม่วง ตำบลบ้านมะเกลือ ตำบลบ้านแก่ง ตำบลหนองกรด ตำบลหนองกระโดน และตำบลบึงเสนาท)
 ๒. อำเภอเก้าเลี้ยว
 (เฉพาะตำบลมหาโพธิ)
 ๓. อำเภอลาดยาว
 (เฉพาะตำบลหนองยาว)
 ๑. อำเภอเมืองนครสวรรค์
 (ยกเว้นตำบลนครสวรรค์ตก (ในเขตเทศบาลนคร นครสวรรค์)",,1
,,,,,,,0
หนา ๔๑,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"3
 
 
 
 
 4","ตำบลนครสวรรค์ออก (ในเขตเทศบาลนคร นครสวรรค์) ตำบลแควใหญ่ (ในเขตเทศบาลนคร นครสวรรค์) ตำบลปากน้ำโพ ตำบลวัดไทร ตำบลบางม่วง ตำบลบ้านมะเกลือ ตำบลบ้านแก่ง ตำบลหนองกรด  ตำบลหนองกระโดน
 และตำบลบึงเสนาท)
 ๒. อำเภอพยุหะคีรี
 ๓. อำเภอโกรกพระ
 ๔. อำเภอชุมแสง
 (เฉพาะตำบลทับกฤชใต้)
 ๑. อำเภอบรรพตพิสัย
 ๒. อำเภอชุมแสง
 (ยกเว้นตำบลทับกฤชใต้)
 ๓. อำเภอเก้าเลี้ยว
 (ยกเว้นตำบลมหาโพธิ)
 ๑. อำเภอหนองบัว
 ๒. อำเภอไพศาลี (ยกเว้นตำบลตะคร้อ ตำบลสำโรงชัย และตำบลโพธิ์ประสาท)
 ๓. อำเภอท่าตะโก",,1
,,,,,,,0
หนา ๔๒,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"5
 
 
 
 
 
 6","๑. อำเภอตาคลี
 ๒. อำเภอตากฟ้า
 ๓. อำเภอไพศาลี (เฉพาะตำบลตะคร้อ ตำบลสำโรงชัย และตำบลโพธิ์ประสาท) ๑. อำเภอลาดยาว
 (ยกเว้นตำบลหนองยาว)
 ๒. อำเภอแม่วงก์
 ๓. อำเภอแม่เปิน
 ๔. อำเภอชุมตาบง",,1
59,นนทบุรี,6,6,"1
 
 
 
 
 
 
 
 
 2
 
 
 
 3","๑. อำเภอเมืองนนทบุรี (เฉพาะตำบลท่าทราย ตำบลบางกระสอ
 และตำบลบางเขน)
 ๒. อำเภอปากเกร็ด
 (เฉพาะตำบลบางพลับ ตำบลอ้อมเกร็ด ตำบลเกาะเกร็ด
 และตำบลท่าอิฐ) อำเภอเมืองนนทบุรี (ยกเว้นตำบลท่าทราย ตำบลบางกระสอ และตำบลบางเขน) ๑. อำเภอบางกรวย
 ๒. อำเภอบางใหญ่ (เฉพาะตำบลบ้านใหม่ ตำบลบางแม่นาง และตำบลบางใหญ่)",,1
,,,,,,,0
หนา ๔๓,,,,,,,0
,,,,,,,0
ลำดับ ที่,จังหวัด,"จำนวน
 สมาชิกสภา ผู้แทนราษฎร","จำนวน
 เขตเลือกตั้ง","เขต
 เลือกตั้งที่","ท้องที่ที่ประกอบ
 เป็นเขตเลือกตั้ง",,1
,,,,"4
 
 
 
 
 ๕
 
 
 
 
 
 
 
 
 6","อำเภอปากเกร็ด (ยกเว้นตำบลบางพลับ ตำบลอ้อมเกร็ด ตำบลเกาะเกร็ด และตำบลท่าอิฐ) ๑. อำเภอบางบัวทอง (เฉพาะตำบลพิมลราช ตำบลโสนลอย ตำบลบางรักพัฒนา และตำบลบางรักใหญ่) ๒. อำเภอบางใหญ่ (ยกเว้นตำบลบ้านใหม่ ตำบลบางแม่นาง และตำบลบางใหญ่) ๑. อำเภอไทรน้อย
 ๒. อำเภอบางบัวทอง (ยกเว้นตำบลพิมลราช ตำบลโสนลอย ตำบลบางรักพัฒนา และตำบลบางรักใหญ่)",,1
